Generator file sequence number,Data Year,Plant state abbreviation,Plant name,Generator ID,Generator annual net generation (MWh)
SEQGEN23,YEAR,PSTATEABB,PNAME,GENID,GENNTAN
16200,2023,NJ,Franklin Solar 1 LLC Community Solar,FRAN1,540
16201,2023,NJ,Franklin Solar 2 LLC Community Solar,FRAN2,674
16202,2023,NJ,Freeze Solar,PV1,"2,035"
16203,2023,NJ,French's Landfill PV,GEN1,"5,005"
16204,2023,NJ,Frenchtown I Solar,F1NJ,"4,097"
16205,2023,NJ,Frenchtown II Solar,F2NJ,"3,900"
16206,2023,NJ,Frenchtown III Solar,F3NJ,"9,565"
16207,2023,NJ,G&S Wantage Solar LLC,PV1,"9,370"
16208,2023,NJ,GSPP Onyx New Brunswick LLC,NBOE1,376
16209,2023,NJ,GSPP Onyx New Brunswick LLC,NBOE2,501
16210,2023,NJ,GSPP Onyx New Brunswick LLC,NBOE3,376
16211,2023,NJ,GSPP Onyx New Brunswick LLC,NBOE4,125
16212,2023,NJ,Galloway Landfill,GALLO,"4,472"
16213,2023,NJ,Garfield Solar,GARFE,563
16214,2023,NJ,Garfield Solar,GARFN,"1,126"
16215,2023,NJ,Garfield Solar,GARFS,"1,970"
16216,2023,NJ,Garfield Solar,GARMS,"2,252"
16217,2023,NJ,Gilbert Generating Station,9,"7,043"
16218,2023,NJ,Gilbert Generating Station,4,"3,833"
16219,2023,NJ,Gilbert Generating Station,5,"3,720"
16220,2023,NJ,Gilbert Generating Station,6,"4,352"
16221,2023,NJ,Gilbert Generating Station,7,"4,872"
16222,2023,NJ,Gilbert Generating Station,8,"2,974"
16223,2023,NJ,Glopak Solar PV Power Plant,INV1R,
16224,2023,NJ,Glopak Solar PV Power Plant,INV2G,
16225,2023,NJ,Gloucester,GLSTR,"3,268"
16226,2023,NJ,Gloucester Community College Solar,PV1,"4,286"
16227,2023,NJ,"Goya Foods, Inc- Jersey City Solar",PV1,"3,518"
16228,2023,NJ,"Goya Foods, Inc- Secaucus Solar",PV1,"2,371"
16229,2023,NJ,Great Falls Hydro Project,GEN1,"3,872"
16230,2023,NJ,Great Falls Hydro Project,GEN2,"3,872"
16231,2023,NJ,Great Falls Hydro Project,GEN3,"3,872"
16232,2023,NJ,Hall's Warehouse Solar Project,TBD,"1,594"
16233,2023,NJ,Hamilton,LHAPV,0
16234,2023,NJ,Hamilton Solar-Crosswicks,PV1,"4,235"
16235,2023,NJ,Hamilton Solar-Crosswicks,PV2,"4,839"
16236,2023,NJ,Hammonton-High School Solar,HHSPV,"1,564"
16237,2023,NJ,Hanover,HNOVR,"7,548"
16238,2023,NJ,Harmon DC Totowa NJ,TONJ,
16239,2023,NJ,Harmony,HRMNY,"4,335"
16240,2023,NJ,Hartz Way,1,917
16241,2023,NJ,Haworth Water Treatment Plant,GEN5,"4,347"
16242,2023,NJ,Haworth Water Treatment Plant,GEN6,"4,347"
16243,2023,NJ,Haworth Water Treatment Plant,GEN1,"2,173"
16244,2023,NJ,Haworth Water Treatment Plant,GEN2,"2,173"
16245,2023,NJ,Haworth Water Treatment Plant,GEN3,"2,173"
16246,2023,NJ,Haworth Water Treatment Plant,GEN4,"2,173"
16247,2023,NJ,Heller 400M,A,"1,071"
16248,2023,NJ,Heller 400M,B,268
16249,2023,NJ,Heller 400M,C,268
16250,2023,NJ,Heller Industrial Parks,HH,874
16251,2023,NJ,Heller Industrial Parks,HII,699
16252,2023,NJ,Heller Industrial Parks,HJC,350
16253,2023,NJ,Heller Industrial Parks,HM,"1,398"
16254,2023,NJ,Heller Industrial Parks,UNIT1,"4,720"
16255,2023,NJ,Highland Park Borough Solar,HPBA,0
16256,2023,NJ,Highland Park Borough Solar,HIGH,649
16257,2023,NJ,Hoffmann LaRoche,TG01,"24,989"
16258,2023,NJ,Hoffmann LaRoche,TG03,"24,989"
16259,2023,NJ,Holland Solar,PV1,"2,870"
16260,2023,NJ,Holland Solar Farm,HOLND,"9,788"
16261,2023,NJ,Hopewell Cogeneration NJ,GEN1,217
16262,2023,NJ,Hopewell Cogeneration NJ,GEN2,217
16263,2023,NJ,Hopewell Valley High School Hybrid,BA1,0
16264,2023,NJ,Hopewell Valley High School Hybrid,HWVHS,680
16265,2023,NJ,Howard M Down,11,"68,737"
16266,2023,NJ,Howell (Lowes),HLPV1,0
16267,2023,NJ,Howell Energy Storage Project,HW1,
16268,2023,NJ,Howell Solar,PV1,"10,734"
16269,2023,NJ,Hudson County Solar,470,"2,015"
16270,2023,NJ,Hunterdon Health System Solar Project,PV1,402
16271,2023,NJ,IFF Hazlet,GRND,"4,363"
16272,2023,NJ,IFF Union Beach Project,IFFUB,"7,860"
16273,2023,NJ,"IGS FE Trenton, LLC",229,"1,963"
16274,2023,NJ,IGS Solar I - EWR5,EWR5,903
16275,2023,NJ,IGS Solar I - EWR6,EWR6,801
16276,2023,NJ,IIV000 Mt Bethel Fuel Cell,IIV0A,"9,029"
16277,2023,NJ,IIV000 Mt Bethel Fuel Cell,IIV0B,"9,029"
16278,2023,NJ,IKEA Westhampton 061,PV,448
16279,2023,NJ,ILR Landfill,ILR1,"9,071"
16280,2023,NJ,IOS - ERW9,EWR9,"5,052"
16281,2023,NJ,"ISH Solar Central, LLC",1,"1,467"
16282,2023,NJ,Imclone Solar Electric Facility,IM,"11,286"
16283,2023,NJ,Interstate 3 Solar,CJ903,"2,213"
16284,2023,NJ,JMB Mcguire-Dix-Lakehurst Solar Project,UCIV,"11,453"
16285,2023,NJ,Jackson Board of Education-Liberty HS,PV1,"1,691"
16286,2023,NJ,Jackson Legler Solar 1 LLC,314,"4,604"
16287,2023,NJ,Jacobstown,PV1,"7,588"
16288,2023,NJ,Jersey City DWP,10331,"1,170"
16289,2023,NJ,Jersey Gardens Phase 1,1,"1,943"
16290,2023,NJ,Jersey Gardens Phase 2,1,"2,308"
16291,2023,NJ,Jersey-Atlantic Wind Farm,1,"18,438"
16292,2023,NJ,"Johnson Matthey, Inc. Solar",PV1,"4,890"
16293,2023,NJ,Jordache Enterprises Solar,PV,"1,504"
16294,2023,NJ,Junction Road,JUNCT,"7,086"
16295,2023,NJ,KDC Solar ASGM,ARDAH,"6,236"
16296,2023,NJ,KDC Solar CSCP LLC,CSCP,"4,309"
16297,2023,NJ,"KDC Solar PR1, LLC",SF,"27,008"
16298,2023,NJ,Kearny Generating Station,131,"13,231"
16299,2023,NJ,Kearny Generating Station,132,"13,231"
16300,2023,NJ,Kearny Generating Station,133,"13,231"
16301,2023,NJ,Kearny Generating Station,134,"13,231"
16302,2023,NJ,Kearny Generating Station,141,"13,231"
16303,2023,NJ,Kearny Generating Station,142,"13,231"
16304,2023,NJ,Kearny Generating Station,N121,"13,231"
16305,2023,NJ,Kearny Generating Station,N122,"13,231"
16306,2023,NJ,Kearny Generating Station,N123,"13,231"
16307,2023,NJ,Kearny Generating Station,N124,"13,231"
16308,2023,NJ,Kinsley II Landfill Solar System,KINS2,"5,900"
16309,2023,NJ,Kinsley Landfill Solar,KINS,"11,415"
16310,2023,NJ,L&D Landfill Solar,L&D,"14,444"
16311,2023,NJ,L'Oreal Franklin,PV1,"1,484"
16312,2023,NJ,L'Oreal Monmouth,PV1,"2,414"
16313,2023,NJ,L'Oreal Piscataway,UNIT1,481
16314,2023,NJ,L'Oreal Piscataway,UNIT2,289
16315,2023,NJ,L'Oreal Piscataway,UNIT3,289
16316,2023,NJ,L'Oreal Piscataway,UNIT4,673
16317,2023,NJ,LTMUA,1,"1,538"
16318,2023,NJ,LabCorp Engine,LCG,288
16319,2023,NJ,Lakehurst Solar,LAKHS,"15,915"
16320,2023,NJ,Lakewood,GEN1,"83,005"
16321,2023,NJ,Lakewood,GEN2,"79,657"
16322,2023,NJ,Lakewood,GEN3,"82,821"
16323,2023,NJ,Lakewood Cheddar School,1,751
16324,2023,NJ,Lebanon Solar,LSNJ,"2,510"
16325,2023,NJ,Linden Cogeneration Facility,GTG1,"614,012"
16326,2023,NJ,Linden Cogeneration Facility,GTG2,"591,668"
16327,2023,NJ,Linden Cogeneration Facility,GTG3,"621,175"
16328,2023,NJ,Linden Cogeneration Facility,GTG4,"547,316"
16329,2023,NJ,Linden Cogeneration Facility,GTG5,"539,883"
16330,2023,NJ,Linden Cogeneration Facility,GTG6,"1,253,675"
16331,2023,NJ,Linden Cogeneration Facility,STG1,"518,623"
16332,2023,NJ,Linden Cogeneration Facility,STG2,"474,966"
16333,2023,NJ,Linden Cogeneration Facility,STG3,"482,874"
16334,2023,NJ,Linden Generating Station,5,"5,220"
16335,2023,NJ,Linden Generating Station,6,"5,220"
16336,2023,NJ,Linden Generating Station,7,"5,220"
16337,2023,NJ,Linden Generating Station,8,"5,220"
16338,2023,NJ,Linden Generating Station,1001,"772,906"
16339,2023,NJ,Linden Generating Station,1101,"587,491"
16340,2023,NJ,Linden Generating Station,1201,"644,263"
16341,2023,NJ,Linden Generating Station,2001,"1,032,811"
16342,2023,NJ,Linden Generating Station,2101,"866,121"
16343,2023,NJ,Linden Generating Station,2201,"764,895"
16344,2023,NJ,Linden Hawk Rise Solar CSG,LINDN,"6,191"
16345,2023,NJ,Linden Solar Farm,LIND,"3,773"
16346,2023,NJ,Lister Avenue Solar,NJ401,"1,234"
16347,2023,NJ,Livingston Solar Canopies,LVSC,"5,705"
16348,2023,NJ,Livingston Solar Farm,LVSF,577
16349,2023,NJ,Lower Cape May HS,PV1,"1,943"
16350,2023,NJ,Manalapan Village Solar,MANVL,"3,571"
16351,2023,NJ,Manheim New Jersey,NJSGR,"1,072"
16352,2023,NJ,Manheim New Jersey,NJSRO,"1,877"
16353,2023,NJ,Maple Solar,P1,"2,179"
16354,2023,NJ,Maple Solar,P2,"1,089"
16355,2023,NJ,"Mars Wrigley Confectionery US, LLC",GEN2,0
16356,2023,NJ,"Mars Wrigley Confectionery US, LLC",GEN1,"48,540"
16357,2023,NJ,Matrix Buildings A&B (Perth Amboy) Solar,MATR,"2,712"
16358,2023,NJ,Matrix Stults Road Solar Facility,STULT,"3,676"
16359,2023,NJ,Mayhill Solar LLC Community Solar,MAYHI,197
16360,2023,NJ,McCullough Road Solar Farm,WASHG,"13,268"
16361,2023,NJ,McGraw Hill Solar,MCGRH,"17,172"
16362,2023,NJ,McKee City Solar Phase 2,UNIT1,"2,295"
16363,2023,NJ,Medford WWTP,MED1,"1,978"
16364,2023,NJ,Mercer County Community College,PV01,"9,774"
16365,2023,NJ,Mercer Mall,1,405
16366,2023,NJ,Merck Rahway Power Plant,GEN8,0
16367,2023,NJ,Merck Rahway Power Plant,GEN9,"26,219"
16368,2023,NJ,Merck Rahway Power Plant,GEN9A,"15,968"
16369,2023,NJ,Merck Rahway Power Plant,SOLAR,122
16370,2023,NJ,Mickleton Energy Center,MICK,"2,082"
16371,2023,NJ,Middlesex Apple Orchard Solar,SEF-1,"1,621"
16372,2023,NJ,Middlesex Apple Orchard Solar,SEF-2,"4,241"
16373,2023,NJ,Middlesex County Utilities Authority,100,"28,950"
16374,2023,NJ,Middlesex County Utilities Authority,200,"32,383"
16375,2023,NJ,Middlesex County Utilities Authority,300,"38,047"
16376,2023,NJ,Middlesex Vo Tech Solar 1 LLC,MIDDL,"2,473"
16377,2023,NJ,Milford Solar Farm (NJ) LLC,MILFD,"11,116"
16378,2023,NJ,Milhurst Solar,NPSMH,"2,025"
16379,2023,NJ,Mill Creek Solar,MILLC,"5,077"
16380,2023,NJ,Millville City Sewer Auth WTP,U1BB,995
16381,2023,NJ,Millville City Sewer Auth WTP,U2DB,497
16382,2023,NJ,"Monroe Solar Farm, LLC",MONR1,"17,786"
16383,2023,NJ,Montclair State University Cogen,CTG-1,"43,958"
16384,2023,NJ,Montclair State University Cogen,ENG-1,"1,536"
16385,2023,NJ,Montclair State University Cogen,ENG-2,"1,536"
16386,2023,NJ,Mount Laurel Solar,LAURL,"3,704"
16387,2023,NJ,Mount Olive Solar Farm,OLIVE,"28,106"
16388,2023,NJ,Mt Arlington Solar 1 LLC,196,"2,851"
16389,2023,NJ,Munich Re Plaza,PZ1,760
16390,2023,NJ,Munich Re Plaza,PZ2,380
16391,2023,NJ,Murray Hill Solar,MHNJ,"1,562"
16392,2023,NJ,NES Rutgers Solar,LKWD1,583
16393,2023,NJ,NHA at Mansfield NJ,PV1,"3,806"
16394,2023,NJ,NJ Airport Solar Project A,PV1,
16395,2023,NJ,NJ Airport Solar Project B,PV1,
16396,2023,NJ,NJ Airport Solar Project C,PV1,
16397,2023,NJ,NJ Airport Solar Project D,PV1,
16398,2023,NJ,NJ Oak Solar Plant,OAK,"15,413"
16399,2023,NJ,NJMC Landfill,NJMC,"3,827"
16400,2023,NJ,"New Road Solar, LLC",NEWRD,"16,542"
16401,2023,NJ,Newark Energy Center,GT-1,"1,136,354"
16402,2023,NJ,Newark Energy Center,GT-2,"1,187,034"
16403,2023,NJ,Newark Energy Center,STG-1,"1,358,385"
16404,2023,NJ,North Bergen Solar,PV1,"2,259"
16405,2023,NJ,North Jersey Media Group Solar Facility,NJMG,"4,501"
16406,2023,NJ,North Run,NRUN1,"7,608"
16407,2023,NJ,NorthPark Solar,NPSP1,"7,043"
16408,2023,NJ,NorthPark Solar,NPSP2,"5,195"
16409,2023,NJ,Ocean County Landfill,UNT1,"4,657"
16410,2023,NJ,Ocean County Landfill,UNT10,"9,313"
16411,2023,NJ,Ocean County Landfill,UNT11,"9,313"
16412,2023,NJ,Ocean County Landfill,UNT12,"9,313"
16413,2023,NJ,Ocean County Landfill,UNT2,"4,657"
16414,2023,NJ,Ocean County Landfill,UNT3,"4,657"
16415,2023,NJ,Ocean County Landfill,UNT4,"4,657"
16416,2023,NJ,Ocean County Landfill,UNT5,"4,657"
16417,2023,NJ,Ocean County Landfill,UNT6,"4,657"
16418,2023,NJ,Ocean County Landfill,UNT7,"9,313"
16419,2023,NJ,Ocean County Landfill,UNT8,"9,313"
16420,2023,NJ,Ocean County Landfill,UNT9,"9,313"
16421,2023,NJ,Ocean Peaking Power,OPP3,"116,316"
16422,2023,NJ,Ocean Peaking Power,OPP4,"116,316"
16423,2023,NJ,Old Bridge Global Landfill CSG,OBGLD,353
16424,2023,NJ,Old Bridge Solar Farm,OLDBR,"13,591"
16425,2023,NJ,Overlook Medical Center,CHPS3,0
16426,2023,NJ,Owens Corning,A,"4,426"
16427,2023,NJ,PPL Renewable Energy Merck Solar,GEN 1,691
16428,2023,NJ,PSEG Hackettstown,1,"2,285"
16429,2023,NJ,PSEG Hope Creek Generating Station,1,"9,938,423"
16430,2023,NJ,Paradise Solar Energy Center,1,"7,715"
16431,2023,NJ,Parkland Landfill Solar,PARK,"12,314"
16432,2023,NJ,Parlin Solar LLC,PV1,487
16433,2023,NJ,Passaic Valley Water Commission,GEN1,
16434,2023,NJ,Passaic Valley Water Commission,GEN2,
16435,2023,NJ,Passaic Valley Water Commission,GEN3,
16436,2023,NJ,Passaic Valley Water Commission,GEN4,
16437,2023,NJ,Patriots Stadium,PV01,"1,161"
16438,2023,NJ,Paulsboro Refining Company LLC,GEN1,"204,180"
16439,2023,NJ,Paulsboro Refining Company LLC,GEN2,"59,558"
16440,2023,NJ,Paulsboro Refining Company LLC,GEN3,"72,464"
16441,2023,NJ,Paulsboro Refining Company LLC,GEN4,0
16442,2023,NJ,Pemberton Road I,PEMB1,"13,073"
16443,2023,NJ,Pemberton Road II,PEMB2,"13,031"
16444,2023,NJ,Pennsauken Brownfield Solar,PENN,"15,816"
16445,2023,NJ,Pennsauken Landfill,GEN1,"2,355"
16446,2023,NJ,Pennsauken Solar,GEN 1,95
16447,2023,NJ,Pennsauken Solar,GEN 2,95
16448,2023,NJ,Pennsauken Solar,GEN 3,47
16449,2023,NJ,Pennsauken Solar,GEN 4,95
16450,2023,NJ,Pennsauken Solar,GEN 5,47
16451,2023,NJ,Pennsauken Solar,GEN 6,95
16452,2023,NJ,Pennsauken Solar,GEN 7,95
16453,2023,NJ,Pennsauken Solar,GEN 8,95
16454,2023,NJ,Pennsauken Solar,GEN 9,47
16455,2023,NJ,Pennsauken Solar,GEN10,"1,139"
16456,2023,NJ,Pfizer Peapack Solar,07934,"8,813"
16457,2023,NJ,Pilesgrove,PILE,"26,109"
16458,2023,NJ,Pittsgrove Solar,PV1,"2,264"
16459,2023,NJ,Plainfield One Solar LLC,PV1,"1,238"
16460,2023,NJ,Plumsted 537 LLC,PLMST," (5,345)"
16461,2023,NJ,Pohatcong Solar Farm,POHAT,"12,636"
16462,2023,NJ,Port Reading 8 Solar,NJ008,"1,396"
16463,2023,NJ,Ports Jersey City Solar,NJ001,"4,677"
16464,2023,NJ,Ports Newark 8201 Solar,NJ201,14
16465,2023,NJ,"Princeton Energy Center, LLC",EDG1,0
16466,2023,NJ,"Princeton Energy Center, LLC",EDG2,0
16467,2023,NJ,"Princeton Energy Center, LLC",EDG3,0
16468,2023,NJ,"Princeton Energy Center, LLC",GT1,"23,782"
16469,2023,NJ,"Princeton Energy Center, LLC",S1,144
16470,2023,NJ,Princeton Solar Project,STONY,"3,535"
16471,2023,NJ,Princeton University Cogeneration,GT1,"33,363"
16472,2023,NJ,Princeton University Cogeneration,PV1,"5,604"
16473,2023,NJ,Princeton University Cogeneration,PV2,"1,494"
16474,2023,NJ,Princeton University Cogeneration,PV3,"13,075"
16475,2023,NJ,Princeton University Cogeneration,PV4,498
16476,2023,NJ,Prudential 55 Livingston Roseland Solar,PV1,0
16477,2023,NJ,Prudential 80 Livingston Roseland Solar,PV1,0
16478,2023,NJ,"Quakertown Solar Farm, LLC",QKRTN,"13,235"
16479,2023,NJ,RB Manufacturing LLC Belle Mead NJ,RBBM,0
16480,2023,NJ,Ramapo,RAMPO,"3,394"
16481,2023,NJ,Raritan ITS,GEN 1,"1,959"
16482,2023,NJ,Raritan Solar,PV1,"12,199"
16483,2023,NJ,Raritan Solar - 53 Highway,RARIT,"12,218"
16484,2023,NJ,Rariton OMP,CHP1,922
16485,2023,NJ,Rariton OMP,PV1,"1,532"
16486,2023,NJ,"Red Oak Power, LLC",0001,"663,162"
16487,2023,NJ,"Red Oak Power, LLC",0002,"661,738"
16488,2023,NJ,"Red Oak Power, LLC",0003,"722,563"
16489,2023,NJ,"Red Oak Power, LLC",0004,"1,102,227"
16490,2023,NJ,Reeves South,REEV1,"1,768"
16491,2023,NJ,Reeves Station Rd East,REEVE,"8,776"
16492,2023,NJ,River Terminal Development Solar,RTD1,587
16493,2023,NJ,River Terminal Development Solar,RTD2,704
16494,2023,NJ,River Terminal Development Solar,RTD3,235
16495,2023,NJ,River Terminal Development Solar,RTD4,"1,173"
16496,2023,NJ,River Terminal Development Solar,RTD5,469
16497,2023,NJ,River Terminal Development Solar,RTD6,235
16498,2023,NJ,Riverside Renewable Energy LLC,1,"10,693"
16499,2023,NJ,Robin NJ,136,"2,109"
16500,2023,NJ,Rock Solid,ROCK1,"12,836"
16501,2023,NJ,Rotor Clip,RCLIP,"1,683"
16502,2023,NJ,Royal Wine Corp Solar Power Plant,PV1,"1,282"
16503,2023,NJ,Rutgers Biomedical and Health Cogen,GEN1,"7,790"
16504,2023,NJ,Rutgers Biomedical and Health Cogen,GEN2,"7,790"
16505,2023,NJ,Rutgers Biomedical and Health Cogen,GEN3,"7,790"
16506,2023,NJ,"Rutgers Busch Liv (Lot 55, 58, 58A, 58B)",P5292,0
16507,2023,NJ,Rutgers Busch Livingston Lot B & C,P6301,0
16508,2023,NJ,Rutgers Cook Douglass Lot 97 & 98a,P5294,0
16509,2023,NJ,"SCS Randolph 012175 Somerset, LLC",20211,"3,705"
16510,2023,NJ,Sabert Solar,SABER,"2,666"
16511,2023,NJ,Salem Generating Station,3,0
16512,2023,NJ,Salem Generating Station,1,"9,198,526"
16513,2023,NJ,Salem Generating Station,2,"9,198,526"
16514,2023,NJ,Salvation Army Solar,SARMY,"1,560"
16515,2023,NJ,Samuel Mickle School,248,"1,641"
16516,2023,NJ,Sayreville,GT1, (438)
16517,2023,NJ,Sayreville,GT2, (438)
16518,2023,NJ,Sayreville,GT3, (438)
16519,2023,NJ,Sayreville,GT4, (438)
16520,2023,NJ,Sayreville Power LP,CT1,"324,527"
16521,2023,NJ,Sayreville Power LP,CT2,"360,471"
16522,2023,NJ,Sayreville Power LP,ST1,"253,195"
16523,2023,NJ,Sayreville Solar Project,SAYRE,"5,431"
16524,2023,NJ,Seabrook Solar Plant,P21A,"1,970"
16525,2023,NJ,Seabrook Solar Plant,P21B,"1,970"
16526,2023,NJ,Seabrook Solar Plant,P2P2,"1,050"
16527,2023,NJ,Seabrook Solar Plant,SBS1,"3,939"
16528,2023,NJ,Seabrook Village,07724,"4,450"
16529,2023,NJ,Seaside Heights Power Plant,UINT3,0
16530,2023,NJ,Seaside Heights Power Plant,UNIT1,0
16531,2023,NJ,Seaside Heights Power Plant,UNIT2,0
16532,2023,NJ,Selective Insurance,9853,"2,880"
16533,2023,NJ,Selective Insurance,9854,785
16534,2023,NJ,Sewaren Generating Station,701,"2,117,431"
16535,2023,NJ,Sewaren Generating Station,702,"1,084,551"
16536,2023,NJ,Sharon Station,SHRN1,"4,444"
16537,2023,NJ,Sherman Avenue,SEHR,"32,882"
16538,2023,NJ,Shore Point Solar,1,"1,238"
16539,2023,NJ,Short Hills Mall,SHM,"3,129"
16540,2023,NJ,Silver Lake Solar Farm,SILV,"2,567"
16541,2023,NJ,Silvi Gibraltar Rock,08502,"2,746"
16542,2023,NJ,Skillman,GEN 1,595
16543,2023,NJ,Solar Star New Jersey NJ LLC,1,"1,615"
16544,2023,NJ,Solops 371 Hoes LLC,CANOP,248
16545,2023,NJ,Solops 371 Hoes LLC,ROOF,74
16546,2023,NJ,Solvay Solar,SSP,"9,671"
16547,2023,NJ,Spano Solar - Belmar Wall,P6132,"2,632"
16548,2023,NJ,Spano Solar - Ocean County Landfill - CS,P4665,"4,469"
16549,2023,NJ,Spartan,PV1,"13,383"
16550,2023,NJ,Springfield Solar Project,NJLND,"11,905"
16551,2023,NJ,St.Joseph's Regional Medical Center,7E600,
16552,2023,NJ,St.Joseph's Regional Medical Center,8E675,
16553,2023,NJ,St.Joseph's Regional Medical Center,9E600,
16554,2023,NJ,St.Joseph's Regional Medical Center,E10,
16555,2023,NJ,St.Joseph's Regional Medical Center,E16,
16556,2023,NJ,St.Joseph's Regional Medical Center,E27,
16557,2023,NJ,St.Joseph's Regional Medical Center,E28,
16558,2023,NJ,St.Joseph's Regional Medical Center,E29,
16559,2023,NJ,St.Joseph's Regional Medical Center,E30,
16560,2023,NJ,Stockton Athletic Center,2LOT7,498
16561,2023,NJ,Stockton Athletic Center,LOT7,498
16562,2023,NJ,Stockton Athletic Center,SAC,299
16563,2023,NJ,"Stryker 22, L.L.C.",EDGRD," (6,346)"
16564,2023,NJ,Summit Associates,SUMA,"2,192"
16565,2023,NJ,"Summit Water Nexus Mt. Holly, LLC Solar",MHWWT,"1,225"
16566,2023,NJ,THD Quicksilver - MDC Perth Amboy,P4256,"1,768"
16567,2023,NJ,The City of Vineland at North Vineland,PV1,"5,287"
16568,2023,NJ,The City of Vineland at West Vineland,PV1,"3,475"
16569,2023,NJ,The Lawrenceville School Solar Facility,TLS,"7,047"
16570,2023,NJ,Thermo Fisher,1,"1,740"
16571,2023,NJ,Timber Creek HS,PV1,"1,511"
16572,2023,NJ,Tinton Falls Solar Farm,UNIT1,"43,300"
16573,2023,NJ,Tioga Solar Morris County 1 LLC,MMIR,"1,407"
16574,2023,NJ,Tissington Solar,MC,"3,725"
16575,2023,NJ,Titusville Solar,PV1,"4,143"
16576,2023,NJ,Tom's River (Lowes),TRPV1,"1,216"
16577,2023,NJ,Toms River CSG,GEN1,"1,408"
16578,2023,NJ,Township of Monroe - Williamstown HS,4328C,0
16579,2023,NJ,Township of Monroe - Williamstown HS,4328R,0
16580,2023,NJ,Township of Monroe - Williamstown MS,4329C,0
16581,2023,NJ,Township of Monroe - Williamstown MS,4329R,0
16582,2023,NJ,"Toys R Us- DE, Inc. at Mt. Olive, NJ",PV1,"4,890"
16583,2023,NJ,Trenton Solar Farm,TREN,"1,591"
16584,2023,NJ,US Foods Solar,USFDS,"6,516"
16585,2023,NJ,USAA Black Bear Energy,USBC1,"2,983"
16586,2023,NJ,Union County Resource Recovery,GEN1,"298,350"
16587,2023,NJ,United Stationers Supply Solar Electric,SEF-A,"2,351"
16588,2023,NJ,United Stationers Supply Solar Electric,SEF-B,940
16589,2023,NJ,"Vicinity Energy Trenton, L.P.",7214,92
16590,2023,NJ,Vineland Headquarters,VHQ,"1,162"
16591,2023,NJ,Vineland Mays Landing Solar,VNLND,"6,741"
16592,2023,NJ,WC Landfill Energy LLC,SOLAR,"1,441"
16593,2023,NJ,WEA Texas Bayonne,BAYO,"2,059"
16594,2023,NJ,Wakefern Food Corp,1,"2,807"
16595,2023,NJ,Warren County Solar,GEN 1,626
16596,2023,NJ,Warren County Solar,GEN 2,626
16597,2023,NJ,Warren County Solar,GEN 3,626
16598,2023,NJ,Warren County Solar,GEN 4,626
16599,2023,NJ,West Deptford Energy Station,E101,"687,178"
16600,2023,NJ,West Deptford Energy Station,E102,"650,260"
16601,2023,NJ,West Deptford Energy Station,STG1,"830,392"
16602,2023,NJ,West Pemberton,PV1,"10,411"
16603,2023,NJ,Westside Avenue,1,"1,088"
16604,2023,NJ,Wheelabrator Gloucester LP,GEN1,"80,214"
16605,2023,NJ,William G Mennen Sports Solar,MENN,468
16606,2023,NJ,William Paterson University,WPU1,"1,618"
16607,2023,NJ,Williams-Sonoma Solar Facility,WS,"3,451"
16608,2023,NJ,"Wilzig Associates, LLC",WILZG,"1,361"
16609,2023,NJ,Woodbine Landfill Plant,V1021,405
16610,2023,NJ,Woodbine Landfill Plant,V1022,405
16611,2023,NJ,Woodbridge Energy Center,CT001,"1,222,860"
16612,2023,NJ,Woodbridge Energy Center,CT002,"1,235,613"
16613,2023,NJ,Woodbridge Energy Center,ST001,"1,544,588"
16614,2023,NJ,Yards Creek Energy,1," (55,072)"
16615,2023,NJ,Yards Creek Energy,2," (55,072)"
16616,2023,NJ,Yards Creek Energy,3," (55,072)"
16617,2023,NJ,Yardville Solar Farm,YARD,"5,362"
16618,2023,NM,Abiquiu Dam,1,"18,769"
16619,2023,NM,Abiquiu Dam,2,"18,769"
16620,2023,NM,Abiquiu Dam,3,"8,938"
16621,2023,NM,Afton Generating Station,0001,"1,434,480"
16622,2023,NM,Afton Generating Station,0002,0
16623,2023,NM,Alamogordo Solar Energy Center,AGSEC,"11,300"
16624,2023,NM,Albuquerque Solar Energy Center,ASEC1,"3,984"
16625,2023,NM,Alcalde Solar Array,SOLAR,"5,965"
16626,2023,NM,Algodones,1,
16627,2023,NM,Algodones,2,
16628,2023,NM,Algodones,3,
16629,2023,NM,Alta Luna,ALPV1,"58,061"
16630,2023,NM,Anderson Wind I,AND1,"17,575"
16631,2023,NM,Anderson Wind II,AND2,"35,150"
16632,2023,NM,Angel Fire Energy Facility,BESS, (207)
16633,2023,NM,Angel Fire Energy Facility,TMEF1,"8,148"
16634,2023,NM,Aragonne Wind LLC,1,"305,102"
16635,2023,NM,Aragonne Wind LLC,AREXP,"491,553"
16636,2023,NM,Arroyo Solar Energy Storage Hybrid,ARESS," (9,668)"
16637,2023,NM,Blue Sky One,1,"3,095"
16638,2023,NM,Bluewater CDEC 1,NMBW1,"6,750"
16639,2023,NM,Bluffview Power Plant,CTG1,"289,083"
16640,2023,NM,Bluffview Power Plant,STG1,"139,529"
16641,2023,NM,"Borderlands Wind, LLC",WBB,"278,392"
16642,2023,NM,Britton Solar Energy Center,BSEC,"140,729"
16643,2023,NM,"Broadview Energy JN, LLC",1,"687,998"
16644,2023,NM,"Broadview Energy KW, LLC",1,"544,747"
16645,2023,NM,Broadview Energy Prime 2 LLC,0002,"33,424"
