Generator file sequence number,Data Year,Plant state abbreviation,Plant name,Generator ID,Generator annual net generation (MWh)
SEQGEN23,YEAR,PSTATEABB,PNAME,GENID,GENNTAN
4702,2023,CO,Mtn. Solar 3 CSG,X0134,"2,952"
4703,2023,CO,Mtn. Solar 4 (CSG),MTNS4,"3,347"
4704,2023,CO,"NSE Camber BH CSG 2, LLC",SC,"3,735"
4705,2023,CO,NSE Camber Solar PS11 LLC (CSG),SC,"3,378"
4706,2023,CO,NSE Camber Solar PS13 LLC (CSG),SC,"3,473"
4707,2023,CO,NSE Camber Solar PS5 LLC (CSG),SC,"3,662"
4708,2023,CO,NSE Camber Solar PS6 LLC CSG,SC,"2,287"
4709,2023,CO,Neptune Energy Center Hybrid,NT125," (11,926)"
4710,2023,CO,Neptune Energy Center Hybrid,NT325,"422,937"
4711,2023,CO,"Niyol Wind, LLC",WNIYO,"717,619"
4712,2023,CO,North Fork Hydro Plant,GEN1,"12,653"
4713,2023,CO,Northern Colorado Wind LLC,GE,"66,776"
4714,2023,CO,Northern Colorado Wind LLC,SIEM,"450,516"
4715,2023,CO,OREG 4 Peetz,1,"1,793"
4716,2023,CO,Oak Leaf - CSG Portfolio (OL 36),P4159,"2,588"
4717,2023,CO,Oak Leaf - CSG Portfolio (OL 37),P4161,"3,341"
4718,2023,CO,Oak Leaf - CSG Portfolio (OL 38),P4581,"3,350"
4719,2023,CO,Oak Leaf - CSG Portfolio (OL 39),P4162,"3,471"
4720,2023,CO,Oak Leaf - CSG Portfolio (OL 44),P4347,"3,372"
4721,2023,CO,Oak Leaf Solar XVIII LLC,DIA7,"13,898"
4722,2023,CO,Oak Leaf Solar XXI (CSG),53964,"3,514"
4723,2023,CO,Oak Leaf Solar XXII LLC (CSG),53965,"3,565"
4724,2023,CO,Oak Leaf Solar XXIII LLC (CSG),53966,"3,451"
4725,2023,CO,Oak Leaf Solar XXIV LLC (CSG),53967,"3,064"
4726,2023,CO,Oak Leaf Solar XXV LLC (CSG),53968,"3,004"
4727,2023,CO,Oak Leaf Solar XXVI LLC,53970,"3,156"
4728,2023,CO,Oak Leaf Solar XXVII LLC,53971,"3,413"
4729,2023,CO,Oak Leaf Solar XXVIII LLC (CSG),53973,"3,000"
4730,2023,CO,Oak Leaf Solar XXX LLC (CSG),53963,"3,959"
4731,2023,CO,Oak Leaf Solar XXXI LLC (CSG),53977,"3,270"
4732,2023,CO,Oak Leaf Solar XXXII (CSG),53975,"3,121"
4733,2023,CO,Oak Leaf Solar XXXIII LLC (Lantz),13,"1,943"
4734,2023,CO,Oak Leaf Solar XXXIII LLC (Lantz),14,"1,943"
4735,2023,CO,Palmer Solar,20181,"146,462"
4736,2023,CO,Panasonic Carport Solar Hybrid,PANBS,0
4737,2023,CO,Panasonic Carport Solar Hybrid,PANPV,"2,216"
4738,2023,CO,"Panorama Wind, LLC",PANWD,"529,081"
4739,2023,CO,Pawnee,1,"2,711,798"
4740,2023,CO,Peak View Wind Farm,WTG,"183,411"
4741,2023,CO,Peetz Table Wind Energy,GE,"653,181"
4742,2023,CO,Pike Solar Hybrid,CO465,"6,654"
4743,2023,CO,Pikes Peak Solar Garden 1 LLC CSG,PPSG1,"9,996"
4744,2023,CO,"Pioneer Solar (CO), LLC",PI-QF,"179,973"
4745,2023,CO,Pitkin County Solar,PTKN,"11,792"
4746,2023,CO,Pivot Solar 1 LLC (CSG),SC,"1,938"
4747,2023,CO,Pivot Solar 12 LLC(CSG),SC,"1,731"
4748,2023,CO,Pivot Solar 14 LLC (CSG),SC,"3,776"
4749,2023,CO,Pivot Solar 15 LLC (CSG),SC,"1,974"
4750,2023,CO,Pivot Solar 2 LLC (CSG),SC,"3,795"
4751,2023,CO,Pivot Solar 3 LLC (CSG),SC,"3,810"
4752,2023,CO,Pivot Solar 4 LLC (CSG),SC,"3,709"
4753,2023,CO,Pivot Solar 7 LLC (CSG),SC,"3,538"
4754,2023,CO,Pivot Solar 8 LLC (CSG),SC,"3,757"
4755,2023,CO,Plains End,GE10,265
4756,2023,CO,Plains End,GE11,265
4757,2023,CO,Plains End,GE12,265
4758,2023,CO,Plains End,GE13,265
4759,2023,CO,Plains End,GE14,265
4760,2023,CO,Plains End,GE15,265
4761,2023,CO,Plains End,GE16,265
4762,2023,CO,Plains End,GE17,265
4763,2023,CO,Plains End,GE18,265
4764,2023,CO,Plains End,GE19,265
4765,2023,CO,Plains End,GE20,265
4766,2023,CO,Plains End,GEN1,265
4767,2023,CO,Plains End,GEN2,265
4768,2023,CO,Plains End,GEN3,265
4769,2023,CO,Plains End,GEN4,265
4770,2023,CO,Plains End,GEN5,265
4771,2023,CO,Plains End,GEN6,265
4772,2023,CO,Plains End,GEN7,265
4773,2023,CO,Plains End,GEN8,265
4774,2023,CO,Plains End,GEN9,265
4775,2023,CO,Plains End II LLC,2G01,"1,422"
4776,2023,CO,Plains End II LLC,2G02,"1,422"
4777,2023,CO,Plains End II LLC,2G03,"1,422"
4778,2023,CO,Plains End II LLC,2G04,"1,422"
4779,2023,CO,Plains End II LLC,2G05,"1,422"
4780,2023,CO,Plains End II LLC,2G06,"1,422"
4781,2023,CO,Plains End II LLC,2G07,"1,422"
4782,2023,CO,Plains End II LLC,2G08,"1,422"
4783,2023,CO,Plains End II LLC,2G09,"1,422"
4784,2023,CO,Plains End II LLC,2G10,"1,422"
4785,2023,CO,Plains End II LLC,2G11,"1,422"
4786,2023,CO,Plains End II LLC,2G12,"1,422"
4787,2023,CO,Plains End II LLC,2G13,"1,422"
4788,2023,CO,Plains End II LLC,2G14,"1,422"
4789,2023,CO,"Platteville Solar CSG, LLC",218,"2,924"
4790,2023,CO,Pole Hill,1,"186,426"
4791,2023,CO,Pueblo,IC1, (47)
4792,2023,CO,Pueblo,IC3, (47)
4793,2023,CO,Pueblo,IC4, (47)
4794,2023,CO,Pueblo,IC5, (47)
4795,2023,CO,Pueblo Airport Generating Station,CT08,"71,501"
4796,2023,CO,Pueblo Airport Generating Station,GT1,"178,753"
4797,2023,CO,Pueblo Airport Generating Station,GT2,"178,753"
4798,2023,CO,Pueblo Airport Generating Station,4,"176,452"
4799,2023,CO,Pueblo Airport Generating Station,43,"125,281"
4800,2023,CO,Pueblo Airport Generating Station,5,"206,034"
4801,2023,CO,Pueblo Airport Generating Station,53,"137,873"
4802,2023,CO,Pueblo Airport Generating Station,6,"205,719"
4803,2023,CO,Pueblo Airport Generating Station,7,"202,317"
4804,2023,CO,Quincy II Solar Garden,PV1,"2,225"
4805,2023,CO,Quincy Solar,SO393,"3,515"
4806,2023,CO,RV CSU Power II LLC,CSUII,"2,737"
4807,2023,CO,RV CSU Power LLC,CSU1,"2,514"
4808,2023,CO,Rawhide Energy Station,A,"33,484"
4809,2023,CO,Rawhide Energy Station,B,"33,484"
4810,2023,CO,Rawhide Energy Station,C,"33,484"
4811,2023,CO,Rawhide Energy Station,D,"33,484"
4812,2023,CO,Rawhide Energy Station,F,"56,094"
4813,2023,CO,Rawhide Energy Station,1,"1,311,515"
4814,2023,CO,Rawhide Prairie Solar Hybrid,BA1, (114)
4815,2023,CO,Rawhide Prairie Solar Hybrid,PV1,"47,448"
4816,2023,CO,Ray D Nixon,GT1,"4,315"
4817,2023,CO,Ray D Nixon,GT2,"4,315"
4818,2023,CO,Ray D Nixon,1,"967,834"
4819,2023,CO,Redlands Water & Power,RED1,
4820,2023,CO,Ridge Crest Wind Partners,A1,"51,402"
4821,2023,CO,Riverview Solar,RIVER,"3,457"
4822,2023,CO,Rock Creek 2 CSG,263,"3,680"
4823,2023,CO,Rocky Ford,IC1A, (59)
4824,2023,CO,Rocky Ford,IC2, (59)
4825,2023,CO,Rocky Ford,IC3, (59)
4826,2023,CO,Rocky Ford,IC4, (59)
4827,2023,CO,Rocky Ford,IC5, (59)
4828,2023,CO,Rocky Mountain Energy Center,CTG1,"650,644"
4829,2023,CO,Rocky Mountain Energy Center,CTG2,"797,912"
4830,2023,CO,Rocky Mountain Energy Center,STG1,"936,019"
4831,2023,CO,Rush Creek Wind,GEN1,"2,110,347"
4832,2023,CO,Ruxton Park,1,"1,509"
4833,2023,CO,SMPA Solar 1 Community Solar,1,"1,809"
4834,2023,CO,SR Jenkins Ft Lupton,FTLUP,"29,029"
4835,2023,CO,SR Kersey,KERS,"7,103"
4836,2023,CO,SR Kersey II,KERII,"1,980"
4837,2023,CO,SR Mavericks,MVRKS,"14,768"
4838,2023,CO,SR Platte Solar Farm,PV1,"33,771"
4839,2023,CO,SR Rattlesnake,SNAKE,"15,556"
4840,2023,CO,SR Skylark B,SKY B,"3,890"
4841,2023,CO,SR Skylark C,SKYC,"2,466"
4842,2023,CO,Salida,2,"1,126"
4843,2023,CO,"San Isabel Solar, LLC",SISPV,"73,662"
4844,2023,CO,San Luis Solar Garden,ANTO2,"3,251"
4845,2023,CO,San Luis Valley Solar Array,1,"5,969"
4846,2023,CO,San Luis Valley Solar Ranch,1,"72,768"
4847,2023,CO,Shavano Falls Hydro,GEN1,"10,132"
4848,2023,CO,Shavano Falls Hydro Drop 4,GEN1,"19,180"
4849,2023,CO,Shoshone (CO),A,"12,169"
4850,2023,CO,Shoshone (CO),B,"12,169"
4851,2023,CO,Skylark,CAREY,"8,837"
4852,2023,CO,South Canal Hydro-1,SC-1,"15,589"
4853,2023,CO,South Canal Hydro-3,SC-3,"11,536"
4854,2023,CO,Spindle Hill Energy Center,GEN1,"126,354"
4855,2023,CO,Spindle Hill Energy Center,GEN2,"126,354"
4856,2023,CO,Spring Canyon,1,"139,422"
4857,2023,CO,Spring Canyon Expansion Wind Energy Ctr,1,"102,733"
4858,2023,CO,Spring Canyon Expansion Wind Energy Ctr,SCIII,"86,417"
4859,2023,CO,Springfield (CO),1,0
4860,2023,CO,Springfield (CO),2,0
4861,2023,CO,Springfield (CO),IC4,0
4862,2023,CO,Springfield (CO),IC5,0
4863,2023,CO,Springfield Wind,T1S,"5,034"
4864,2023,CO,Sterling PV 3,STER3,"3,289"
4865,2023,CO,Strontia Springs Hydro Plant,GEN1,"7,241"
4866,2023,CO,Sugarloaf Hydro Plant,SUG1,"3,942"
4867,2023,CO,Sun Mountain Solar 1,COSM1,"454,158"
4868,2023,CO,SunE Alamosa,1,"1,385"
4869,2023,CO,SunE Alamosa,2,"9,972"
4870,2023,CO,Sunnyside Ranch Community Solar Array,HCE,"2,651"
4871,2023,CO,Tacoma,1,479
4872,2023,CO,Tacoma,2,479
4873,2023,CO,Taylor Draw Hydroelectric Facility,COX1,34
4874,2023,CO,Tesla,1,"56,381"
4875,2023,CO,Thunder Wolf Energy Center Hybrid,TW100," (9,538)"
4876,2023,CO,Thunder Wolf Energy Center Hybrid,TW300,"334,575"
4877,2023,CO,Titan Solar,PCEC,"102,088"
4878,2023,CO,Tom Sifers Solar,SIFRS,"2,243"
4879,2023,CO,Towaoc,1,"15,788"
4880,2023,CO,Tri-County Water Hydropower Project,TCWG1,"23,594"
4881,2023,CO,Tri-County Water Hydropower Project,TCWG2,"2,622"
4882,2023,CO,Trinidad (CO),5,5
4883,2023,CO,Trinidad (CO),6,5
4884,2023,CO,Trinidad (CO),7,5
4885,2023,CO,Trinidad (CO),3,5
4886,2023,CO,Trinidad (CO),4,5
4887,2023,CO,Trout Creek Solar,44901,"5,454"
4888,2023,CO,TruStile Doors - Denver,TRUCO,"1,923"
4889,2023,CO,Twin Buttes II Wind,WT1,"283,755"
4890,2023,CO,Twin Buttes Wind Project,WT1,"218,989"
4891,2023,CO,USS Giveback Solar LLC (CSG),USSGB,60
4892,2023,CO,University of Colorado,GT1,"1,255"
4893,2023,CO,University of Colorado,GT2,"1,190"
4894,2023,CO,University of Colorado,ST1,0
4895,2023,CO,Upper Molina,1,"32,001"
4896,2023,CO,Vallecito Hydroelectric,GEN1,"3,274"
4897,2023,CO,Vallecito Hydroelectric,GEN2,"10,231"
4898,2023,CO,Vallecito Hydroelectric,GEN3,"10,231"
4899,2023,CO,Valley View Solar,VVS,"9,666"
4900,2023,CO,Valmont,6,"6,609"
4901,2023,CO,Valmont Combustion Turbine Facility,UN7,"15,848"
4902,2023,CO,Valmont Combustion Turbine Facility,UN8,"15,848"
4903,2023,CO,Vasquez V CSG,VASQV,"8,216"
4904,2023,CO,Venture 1 - 1A CSG,75020,"3,910"
4905,2023,CO,Venture 2 - 1B,75024,"3,830"
4906,2023,CO,Venture 3 - 1C,75021,"3,833"
4907,2023,CO,Venture 4 - 1D,75023,"3,696"
4908,2023,CO,"Vestas Towers America, Inc.",V100,"2,109"
4909,2023,CO,Victory Solar LLC,PV1,"27,250"
4910,2023,CO,Vilas Solar Array,1,"8,851"
4911,2023,CO,WWRF Solar Plant,EAST,334
4912,2023,CO,WWRF Solar Plant,WEST,668
4913,2023,CO,Weld 1 Community Solar Array,WELD1,"3,446"
4914,2023,CO,Western Sugar Coop- Ft Morgan,ATB-2,"6,765"
4915,2023,CO,Whiskey Hill Solar,WHSKY,"2,370"
4916,2023,CO,Williams Fork Hydro Plant,GEN1,"7,460"
4917,2023,CO,Williams Fork Hydro Plant,GEN2,"1,243"
4918,2023,CO,Williams Ignacio Natural Gas Plant,7101,"44,973"
4919,2023,CO,Xcel Adams 1 Community Solar Array,ADCO1,"3,535"
4920,2023,CO,Xcel Adams 2 Community Solar Array,ADCO2,"3,484"
4921,2023,CT,ALDI DC 2,ADC2,"1,650"
4922,2023,CT,Adams Solar,ADAMS,"1,490"
4923,2023,CT,"Advance Stores Company, Inc",PV1,"1,193"
4924,2023,CT,"Ahlstrom Power Windsor Locks, LLC",GTG,"5,258"
4925,2023,CT,"Ahlstrom Power Windsor Locks, LLC",GTG2,"107,802"
4926,2023,CT,"Ahlstrom Power Windsor Locks, LLC",STG,"2,759"
4927,2023,CT,Alfred L Pierce Generating Station,4,0
4928,2023,CT,Amazon BDL3 Solar Project,BLD3,"1,117"
4929,2023,CT,Antares-GRE 314 East Lyme LLC,GRE01,"3,487"
4930,2023,CT,Backus Microgrid Project,BMP1,255
4931,2023,CT,Backus Microgrid Project,BMP2,255
4932,2023,CT,Backus Microgrid Project,BMP3,255
4933,2023,CT,Backus Microgrid Project,BMP4,255
4934,2023,CT,Barrett Farm Solar - Phase I,10263,"2,871"
4935,2023,CT,Barrow Solar,BARRO,"3,286"
4936,2023,CT,Becton Canaan,PH1GR,"1,973"
4937,2023,CT,Becton Canaan,PH1RF,658
4938,2023,CT,Becton Canaan,PH2RF,658
4939,2023,CT,Blair Solar,BLAIR,"1,599"
4940,2023,CT,Bradley Energy Center,UNIT1,"3,325"
4941,2023,CT,Bradley Energy Center,UNIT2,"2,660"
4942,2023,CT,Bradley Energy Center,UNIT3,"2,660"
4943,2023,CT,Bradley Energy Center,UNIT4,"4,211"
4944,2023,CT,Branford,UN10,68
4945,2023,CT,Brass Mill Center,BMC,
4946,2023,CT,Bridge Street 1 & 2,BS1,281
4947,2023,CT,Bridge Street 1 & 2,BS2,281
4948,2023,CT,Bridgeport Energy,GEN1,"836,215"
4949,2023,CT,Bridgeport Energy,GEN2,"844,923"
4950,2023,CT,Bridgeport Energy,GEN3,"890,801"
4951,2023,CT,"Bridgeport Fuel Cell, LLC",1,"105,059"
4952,2023,CT,Bridgeport Harbor Station,501,"2,677,218"
4953,2023,CT,Bridgeport Harbor Station,502,"247,388"
4954,2023,CT,"Bristol Solar One, LLC",BRIS1,"2,907"
4955,2023,CT,Bulls Bridge,1,"6,960"
4956,2023,CT,Bulls Bridge,2,"6,960"
4957,2023,CT,Bulls Bridge,3,"6,960"
4958,2023,CT,Bulls Bridge,4,"6,960"
4959,2023,CT,Bulls Bridge,5,"6,960"
4960,2023,CT,Bulls Bridge,6,"6,960"
4961,2023,CT,Bunce,BUN23,0
4962,2023,CT,Burlington Solar 1,BS1,"5,056"
4963,2023,CT,CCSU Co-Gen-STBY Gen,GRND,7
4964,2023,CT,CCSU Co-Gen-STBY Gen,MEMH,17
4965,2023,CT,CCSU Co-Gen-STBY Gen,EC#1,32
4966,2023,CT,CCSU Co-Gen-STBY Gen,EC#2,32
4967,2023,CT,CCSU Fuel Cell Project,CCSU,"10,212"
4968,2023,CT,CJTS Energy Center,UNIT7,
4969,2023,CT,CMEEC - Bozrah,PV1,"3,114"
4970,2023,CT,CMEEC - Navy NE Trident,PV1,"1,360"
4971,2023,CT,CMEEC - Norwich Stott St Solar Hybrid,BA1, (15)
4972,2023,CT,CMEEC - Norwich Stott St Solar Hybrid,PV1,"2,366"
4973,2023,CT,CMEEC - Polaris Park Solar Hybrid,BA1, (134)
4974,2023,CT,CMEEC - Polaris Park Solar Hybrid,PV1,"4,992"
4975,2023,CT,CMEEC - Rogers Rd Solar,PV1,"1,630"
4976,2023,CT,CP Middletown Solar I LLC,CPMI1,"1,678"
4977,2023,CT,CP Middletown Solar II LLC,CPMI2,"1,675"
4978,2023,CT,CPV Towantic Energy Center,CTG1,"1,883,533"
4979,2023,CT,CPV Towantic Energy Center,CTG2,"1,836,840"
4980,2023,CT,CPV Towantic Energy Center,STG,"1,813,699"
4981,2023,CT,Canis Major Solar Farm,S1980,"3,518"
4982,2023,CT,Canis Minor Solar Farm,B1000,"1,700"
4983,2023,CT,Cellu Tissue,GEN1,"13,139"
4984,2023,CT,Clinton Solar,CLINT,"1,642"
4985,2023,CT,Conn Mun Electric Energy Coop,PV1,"1,267"
4986,2023,CT,Connecticut College,CNC00,"8,098"
4987,2023,CT,Corbin Russwin Phase 3 Berlin,CRP3B,"1,706"
4988,2023,CT,Cos Cob,UN10,282
4989,2023,CT,Cos Cob,UN11,282
4990,2023,CT,Cos Cob,UN12,282
4991,2023,CT,Cos Cob,UN13,226
4992,2023,CT,Cos Cob,un14,226
4993,2023,CT,Covanta Bristol Energy,GEN1,"103,737"
4994,2023,CT,Covanta Southeastern Connecticut Company,GEN1,"114,241"
4995,2023,CT,DWW Solar ll,DWWS,"41,102"
4996,2023,CT,Danbury Hospital Cogen Plant,GEN1,"26,321"
4997,2023,CT,Derby Hydro,GEN1,"4,343"
4998,2023,CT,Derby Hydro,GEN2,"4,343"
4999,2023,CT,Derby Hydro,GEN3,326
5000,2023,CT,Derby Hydro,GEN4,326
5001,2023,CT,Devon,10,10
5002,2023,CT,Devon,11,28
5003,2023,CT,Devon,12,28
5004,2023,CT,Devon,13,28
5005,2023,CT,Devon,14,28
5006,2023,CT,Dickinson Solar (CT),DCKN,"2,998"
5007,2023,CT,Digital Fairfield,DGR01,"13,125"
5008,2023,CT,Dynamic Energy CT STAG,P5876,
5009,2023,CT,East Windsor Solar One,EWS1,"8,844"
5010,2023,CT,"Emerald Gardens PKI, LLC",EPKI1,"1,092"
5011,2023,CT,"Emerald Gardens PKI, LLC",EPKI2,"1,092"
5012,2023,CT,FDX010.0 FedEx Fuel Cell,FDX10,"7,136"
5013,2023,CT,Fairfield University CHP Plant,CHP1,"25,324"
5014,2023,CT,Falls Village,1,"17,359"
5015,2023,CT,Falls Village,2,"17,359"
5016,2023,CT,Falls Village,3,"17,359"
5017,2023,CT,Few Solar,FEW,"1,615"
5018,2023,CT,"Fort Hill 1, 2, 3 & 4",FH1,237
5019,2023,CT,"Fort Hill 1, 2, 3 & 4",FH2,237
5020,2023,CT,"Fort Hill 1, 2, 3 & 4",FH3,237
5021,2023,CT,"Fort Hill 1, 2, 3 & 4",FH4,237
5022,2023,CT,Foxwoods CoGen,CT1,"5,183"
5023,2023,CT,Foxwoods CoGen,CT2,"5,134"
5024,2023,CT,Foxwoods CoGen,STG1,446
5025,2023,CT,Franklin Drive,UN19,100
5026,2023,CT,Franklin Solar,FRANK,"1,546"
5027,2023,CT,Frito Lay Incorporated,COGEN,"22,319"
5028,2023,CT,Fusion Solar Center LLC,PV,"38,846"
5029,2023,CT,Gary Court 1 & 2,GC1,233
5030,2023,CT,Gary Court 1 & 2,GC2,233
5031,2023,CT,GenConn Devon LLC,15,585
5032,2023,CT,GenConn Devon LLC,16,585
5033,2023,CT,GenConn Devon LLC,17,585
5034,2023,CT,GenConn Devon LLC,18,585
5035,2023,CT,"Generate Colchester Fuel Cells, LLC",GCFC,"82,276"
5036,2023,CT,Goodwin Hydroelectric,G1,"6,425"
5037,2023,CT,Goodwin Hydroelectric,G2,"6,425"
5038,2023,CT,HSCo CHP,1,"26,578"
5039,2023,CT,Hamilton Solar,HAMLT,"1,532"
5040,2023,CT,Hartford Hospital Cogeneration,GEN4,"9,775"
5041,2023,CT,Hartford Hospital Cogeneration,GEN2,0
5042,2023,CT,Hartford Hospital Cogeneration,GEN3,"34,024"
5043,2023,CT,Hartford Landfill Solar EGF,PV1,"1,449"
5044,2023,CT,IBM Southbury,IBM00,0
5045,2023,CT,IKEA New Haven Rooftop PV & Fuel Cell,213FC,"1,233"
5046,2023,CT,IKEA New Haven Rooftop PV & Fuel Cell,213PV,606
5047,2023,CT,Jackson Solar (CT),JACK,"1,571"
5048,2023,CT,Jefferson Solar,JEFRS,"1,514"
5049,2023,CT,Jewett City 1,JC1,198
5050,2023,CT,"Kimberly Clark-Unit 1,2,3",GT200,"100,236"
5051,2023,CT,"Kimberly Clark-Unit 1,2,3",GT100,"103,673"
5052,2023,CT,"Kimberly Clark-Unit 1,2,3",GT300,"13,496"
5053,2023,CT,Kinneytown New Old,GEN1,0
5054,2023,CT,Kinneytown New Old,GEN2,0
5055,2023,CT,Kleen Energy Systems Project,ST,"1,044,912"
5056,2023,CT,Kleen Energy Systems Project,U1,"955,623"
5057,2023,CT,Kleen Energy Systems Project,U2,"699,572"
5058,2023,CT,LNG 1 & 2,LNG1,287
5059,2023,CT,LNG 1 & 2,LNG2,287
5060,2023,CT,Lake Road Generating Company,U1,"1,898,845"
5061,2023,CT,Lake Road Generating Company,U2,"1,900,458"
5062,2023,CT,Lake Road Generating Company,U3,"1,951,958"
5063,2023,CT,Lebanon Pines 1 & 2,LP1,289
5064,2023,CT,Lebanon Pines 1 & 2,LP2,289
5065,2023,CT,Madison Solar,MADIS,"1,624"
5066,2023,CT,Manchester Community College East,10307,"1,401"
5067,2023,CT,Manchester Community College North,10308,"1,506"
5068,2023,CT,McHenry Solar,MCHEN,"1,591"
5069,2023,CT,Medtronic - New Haven,MDC02,"14,011"
5070,2023,CT,Medtronic - New Haven 2,MDC04,"17,017"
5071,2023,CT,Middletown,10, (228)
5072,2023,CT,Middletown,12,877
5073,2023,CT,Middletown,13,877
5074,2023,CT,Middletown,14,877
5075,2023,CT,Middletown,15,877
5076,2023,CT,Middletown,2,"109,105"
5077,2023,CT,Middletown,3,"50,173"
5078,2023,CT,Middletown,4,"10,722"
5079,2023,CT,Milford Power Company LLC,CA01,"1,753,957"
5080,2023,CT,Milford Power Company LLC,CA02,"1,802,471"
5081,2023,CT,Millstone,2,"5,503,712"
5082,2023,CT,Millstone,3,"8,165,746"
5083,2023,CT,Montville,10,66
5084,2023,CT,Montville,11,66
5085,2023,CT,Montville,5,"15,038"
5086,2023,CT,Montville,6,"21,033"
5087,2023,CT,Naval Sub Base New London Fuel Cell,MMH2,"17,082"
5088,2023,CT,Naval Sub Base New London Fuel Cell,MMH3,"17,082"
5089,2023,CT,New Haven Harbor,2,"1,162"
5090,2023,CT,New Haven Harbor,3,"1,162"
5091,2023,CT,New Haven Harbor,4,"1,162"
5092,2023,CT,New Haven Harbor,1,"17,592"
5093,2023,CT,New Milford Gas Recovery,GEN2,"2,722"
5094,2023,CT,New Milford Gas Recovery,GEN4,"2,722"
5095,2023,CT,Niagara Bottling - Bloomfield,NBBRM,"4,447"
5096,2023,CT,Norcap North,NON17,"3,375"
5097,2023,CT,Norcap South,NOS17,"3,429"
5098,2023,CT,Norden 1-3,NORD1,0
5099,2023,CT,Norden 1-3,NORD2,0
5100,2023,CT,Norden 1-3,NORD3,0
5101,2023,CT,"North Stonington Solar Center, LLC",PAWCA,"30,924"
5102,2023,CT,Norwalk Hospital Plant,EU-12,0
5103,2023,CT,Norwich,5,39
5104,2023,CT,Norwich WWTP,1,0
5105,2023,CT,Nutmeg Solar,NUTMG,"33,374"
5106,2023,CT,Park Solar,PARK,20
5107,2023,CT,Pepperidge Farm Bloomfield,FCB,"7,611"
5108,2023,CT,Pepperidge Farm Bloomfield,FCC,"8,880"
5109,2023,CT,Pfizer Groton Fuel Cell,MM-24,"21,050"
5110,2023,CT,Pfizer Groton Fuel Cell,MM-25,"21,050"
5111,2023,CT,Pfizer Groton Plant,GT-1,"56,337"
5112,2023,CT,Pfizer Groton Plant,TG 3,"1,481"
5113,2023,CT,Pfizer Groton Plant,TG 4,"2,229"
5114,2023,CT,Pfizer Groton Plant,TG5,"12,790"
5115,2023,CT,Plainfield Renewable Energy LLC,STG,"233,841"
5116,2023,CT,Plainfield Solar 1,PLFD1,"1,423"
5117,2023,CT,Plainfield Solar 2,PLFD2,"1,470"
5118,2023,CT,Platt Hill,PLA22,"3,749"
5119,2023,CT,Powder Hill,POW20,"3,342"
5120,2023,CT,"Pratt & Whitney, East Hartford",FT-8,"120,319"
5121,2023,CT,Quinebaug Lower Project,5-M,"1,206"
5122,2023,CT,Quinebaug Lower Project,MF,402
5123,2023,CT,Quinebaug Lower Project,U2,"3,217"
5124,2023,CT,Quinebaug Lower Project,UI,"5,227"
5125,2023,CT,Quinebaug Solar,QBS,"76,248"
5126,2023,CT,Rainbow (CT),1,"17,673"
5127,2023,CT,Rainbow (CT),2,"17,673"
5128,2023,CT,Rand Whitney CHP Plant,TG-1,"123,710"
5129,2023,CT,Rocky River (CT),1,510
5130,2023,CT,Rocky River (CT),2,510
5131,2023,CT,Rocky River (CT),3,"3,500"
5132,2023,CT,Sand Road,SAN21,0
5133,2023,CT,Scotland Dam,1,"9,608"
5134,2023,CT,Shepaug,1,"163,147"
5135,2023,CT,Sherman Solar,SHRM,"1,577"
5136,2023,CT,Sikorsky Aircraft CHP,TG-1,"64,251"
5137,2023,CT,Sikorsky Aircraft CHP,STG-1,
5138,2023,CT,Sikorsky Aircraft CHP,PV-1,95
5139,2023,CT,"Somers Solar Center, LLC",1,"7,892"
5140,2023,CT,South Meadow Station,11,0
5141,2023,CT,South Meadow Station,12,0
5142,2023,CT,South Meadow Station,13,0
5143,2023,CT,South Meadow Station,14,0
5144,2023,CT,South Windsor Fuel Cell,SWFC5,"39,151"
5145,2023,CT,Southington Solar One,EWS1,"8,746"
5146,2023,CT,Stafford MS Ground Mount Community Solar,MS1,"1,575"
5147,2023,CT,Stafford MS Ground Mount Community Solar,MS2,"1,575"
5148,2023,CT,Stamford Health,1,0
5149,2023,CT,Stamford Health,13,0
5150,2023,CT,Stamford Health,14,0
5151,2023,CT,Stamford Health,15,0
5152,2023,CT,Stamford Health,16,0
5153,2023,CT,Stamford Health,4,0
5154,2023,CT,Stamford Health,5,0
5155,2023,CT,Stamford Health,7,0
5156,2023,CT,Stamford Health,FC,0
5157,2023,CT,Stevenson,1,"27,352"
5158,2023,CT,Stevenson,2,"27,352"
5159,2023,CT,Stevenson,3,"27,352"
5160,2023,CT,Stevenson,4,"29,175"
5161,2023,CT,Subase Microgrid Project,SFC1,"17,106"
5162,2023,CT,Subase Microgrid Project,SFC2,"17,106"
5163,2023,CT,Sydney Solar,SYDN,"3,080"
5164,2023,CT,TRS Fuel Cell,MMH1,0
5165,2023,CT,Taftville,1,"1,175"
5166,2023,CT,Taftville,2,881
5167,2023,CT,Taftville,3,881
5168,2023,CT,Taftville,4,881
5169,2023,CT,Taftville,5,881
5170,2023,CT,Tenth Street,1,"3,522"
5171,2023,CT,Ticket Network South Windsor,TNSW,"1,572"
5172,2023,CT,"Torrington Solar One, LLC",TORS1,"3,355"
5173,2023,CT,Torrington Terminal,UN10,67
5174,2023,CT,Town of Branford,PV1,"1,510"
5175,2023,CT,Town of Rocky Hill PV CSG,PV1,"1,547"
